SpringName,Longitude,Latitude,Elevation_ft,Date,ppt_in
Complex 2,-114.8547,45.0799,5433,2018-08,0.63
Complex 2,-114.8547,45.0799,5433,2018-09,0.13
Complex 2,-114.8547,45.0799,5433,2018-10,1.87
Complex 2,-114.8547,45.0799,5433,2018-11,1.21
Complex 2,-114.8547,45.0799,5433,2018-12,1.03
Complex 2,-114.8547,45.0799,5433,2019-01,0.75
Complex 2,-114.8547,45.0799,5433,2019-02,1.85
Complex 2,-114.8547,45.0799,5433,2019-03,1.09
Complex 2,-114.8547,45.0799,5433,2019-04,2.42
Complex 2,-114.8547,45.0799,5433,2019-05,1.84
Complex 2,-114.8547,45.0799,5433,2019-06,1.13
Complex 2,-114.8547,45.0799,5433,2019-07,0.87
Complex 2,-114.8547,45.0799,5433,2019-08,0.68
Complex 2,-114.8547,45.0799,5433,2019-09,1.93
Complex 2,-114.8547,45.0799,5433,2019-10,1.86
Complex 2,-114.8547,45.0799,5433,2019-11,0.81
Complex 2,-114.8547,45.0799,5433,2019-12,0.96
Complex 2,-114.8547,45.0799,5433,2020-01,2.4
Complex 2,-114.8547,45.0799,5433,2020-02,3.08
Complex 2,-114.8547,45.0799,5433,2020-03,1.37
Complex 2,-114.8547,45.0799,5433,2020-04,1.63
Complex 2,-114.8547,45.0799,5433,2020-05,2.59
Complex 2,-114.8547,45.0799,5433,2020-06,3.53
Complex 2,-114.8547,45.0799,5433,2020-07,0.8
Complex 2,-114.8547,45.0799,5433,2020-08,0.36
Complex 2,-114.8547,45.0799,5433,2020-09,0.68
Complex 2,-114.8547,45.0799,5433,2020-10,1.83
Complex 2,-114.8547,45.0799,5433,2020-11,1.3
Complex 2,-114.8547,45.0799,5433,2020-12,1.82
Complex 2,-114.8547,45.0799,5433,2021-01,0.88
Complex 2,-114.8547,45.0799,5433,2021-02,1.55
Complex 2,-114.8547,45.0799,5433,2021-03,0.91
Complex 2,-114.8547,45.0799,5433,2021-04,0.58
Complex 2,-114.8547,45.0799,5433,2021-05,1.56
Complex 2,-114.8547,45.0799,5433,2021-06,0.37
Complex 2,-114.8547,45.0799,5433,2021-07,0.76
Complex 2,-114.8547,45.0799,5433,2021-08,1.28
Complex 2,-114.8547,45.0799,5433,2021-09,0.4
Complex 2,-114.8547,45.0799,5433,2021-10,1.85
Complex 2,-114.8547,45.0799,5433,2021-11,0.89
Complex 2,-114.8547,45.0799,5433,2021-12,2.35
Complex 2,-114.8547,45.0799,5433,2022-01,2
Complex 2,-114.8547,45.0799,5433,2022-02,0.64
Complex 2,-114.8547,45.0799,5433,2022-03,1.42
Complex 2,-114.8547,45.0799,5433,2022-04,2.21
Complex 2,-114.8547,45.0799,5433,2022-05,3.49
Complex 2,-114.8547,45.0799,5433,2022-06,1.54
Complex 2,-114.8547,45.0799,5433,2022-07,0.29
Complex 2,-114.8547,45.0799,5433,2022-08,0.34
Complex 2,-114.8547,45.0799,5433,2022-09,0.84
Complex 2,-114.8547,45.0799,5433,2022-10,0.93
Complex 2,-114.8547,45.0799,5433,2022-11,1.64
Complex 2,-114.8547,45.0799,5433,2022-12,1.91
Complex 2,-114.8547,45.0799,5433,2023-01,0.72
Complex 2,-114.8547,45.0799,5433,2023-02,0.49
Complex 2,-114.8547,45.0799,5433,2023-03,2.46
Complex 2,-114.8547,45.0799,5433,2023-04,1.52
Complex 2,-114.8547,45.0799,5433,2023-05,1.65
Complex 2,-114.8547,45.0799,5433,2023-06,3.26
Complex 2,-114.8547,45.0799,5433,2023-07,0.24
Complex 2,-114.8547,45.0799,5433,2023-08,2.54
Complex 2,-114.8547,45.0799,5433,2023-09,1.49
Complex 2,-114.8547,45.0799,5433,2023-10,1.26
Complex 2,-114.8547,45.0799,5433,2023-11,1.43
Complex 2,-114.8547,45.0799,5433,2023-12,1.16
Complex 2,-114.8547,45.0799,5433,2024-01,0.93
Complex 2,-114.8547,45.0799,5433,2024-02,1.63
Complex 2,-114.8547,45.0799,5433,2024-03,1.55
Complex 2,-114.8547,45.0799,5433,2024-04,2.19
Complex 2,-114.8547,45.0799,5433,2024-05,1.44
Complex 2,-114.8547,45.0799,5433,2024-06,1.24
Complex 2,-114.8547,45.0799,5433,2024-07,0.83
Complex 2,-114.8547,45.0799,5433,2024-08,0.37
Complex 2,-114.8547,45.0799,5433,2024-09,1.51
Complex 2,-114.8547,45.0799,5433,2024-10,1.08
,,,,,
Complex 3,-114.8548,45.0796,5433,2016-01,1.19
Complex 3,-114.8548,45.0796,5433,2016-02,1.18
Complex 3,-114.8548,45.0796,5433,2016-03,2.29
Complex 3,-114.8548,45.0796,5433,2016-04,1.51
Complex 3,-114.8548,45.0796,5433,2016-05,1.98
Complex 3,-114.8548,45.0796,5433,2016-06,0.6
Complex 3,-114.8548,45.0796,5433,2016-07,0.81
Complex 3,-114.8548,45.0796,5433,2016-08,0.11
Complex 3,-114.8548,45.0796,5433,2016-09,1.16
Complex 3,-114.8548,45.0796,5433,2016-10,3.03
Complex 3,-114.8548,45.0796,5433,2016-11,1.17
Complex 3,-114.8548,45.0796,5433,2016-12,3.11
Complex 3,-114.8548,45.0796,5433,2017-01,1.54
Complex 3,-114.8548,45.0796,5433,2017-02,2.86
Complex 3,-114.8548,45.0796,5433,2017-03,3.06
Complex 3,-114.8548,45.0796,5433,2017-04,2.37
Complex 3,-114.8548,45.0796,5433,2017-05,1.88
Complex 3,-114.8548,45.0796,5433,2017-06,2.37
Complex 3,-114.8548,45.0796,5433,2017-07,0.62
Complex 3,-114.8548,45.0796,5433,2017-08,0.19
Complex 3,-114.8548,45.0796,5433,2017-09,2.23
Complex 3,-114.8548,45.0796,5433,2017-10,1.73
Complex 3,-114.8548,45.0796,5433,2017-11,3
Complex 3,-114.8548,45.0796,5433,2017-12,2.98
Complex 3,-114.8548,45.0796,5433,2018-01,1.74
Complex 3,-114.8548,45.0796,5433,2018-02,2.47
Complex 3,-114.8548,45.0796,5433,2018-03,1.98
Complex 3,-114.8548,45.0796,5433,2018-04,2.21
Complex 3,-114.8548,45.0796,5433,2018-05,2
Complex 3,-114.8548,45.0796,5433,2018-06,2.52
Complex 3,-114.8548,45.0796,5433,2018-07,0
Complex 3,-114.8548,45.0796,5433,2018-08,0.63
Complex 3,-114.8548,45.0796,5433,2018-09,0.13
Complex 3,-114.8548,45.0796,5433,2018-10,1.87
Complex 3,-114.8548,45.0796,5433,2018-11,1.21
Complex 3,-114.8548,45.0796,5433,2018-12,1.03
Complex 3,-114.8548,45.0796,5433,2019-01,0.75
Complex 3,-114.8548,45.0796,5433,2019-02,1.85
Complex 3,-114.8548,45.0796,5433,2019-03,1.09
Complex 3,-114.8548,45.0796,5433,2019-04,2.42
Complex 3,-114.8548,45.0796,5433,2019-05,1.84
Complex 3,-114.8548,45.0796,5433,2019-06,1.13
Complex 3,-114.8548,45.0796,5433,2019-07,0.87
Complex 3,-114.8548,45.0796,5433,2019-08,0.68
Complex 3,-114.8548,45.0796,5433,2019-09,1.93
Complex 3,-114.8548,45.0796,5433,2019-10,1.86
Complex 3,-114.8548,45.0796,5433,2019-11,0.81
Complex 3,-114.8548,45.0796,5433,2019-12,0.96
Complex 3,-114.8548,45.0796,5433,2020-01,2.4
Complex 3,-114.8548,45.0796,5433,2020-02,3.08
Complex 3,-114.8548,45.0796,5433,2020-03,1.37
Complex 3,-114.8548,45.0796,5433,2020-04,1.63
Complex 3,-114.8548,45.0796,5433,2020-05,2.59
Complex 3,-114.8548,45.0796,5433,2020-06,3.53
Complex 3,-114.8548,45.0796,5433,2020-07,0.8
Complex 3,-114.8548,45.0796,5433,2020-08,0.36
Complex 3,-114.8548,45.0796,5433,2020-09,0.68
Complex 3,-114.8548,45.0796,5433,2020-10,1.83
Complex 3,-114.8548,45.0796,5433,2020-11,1.3
Complex 3,-114.8548,45.0796,5433,2020-12,1.82
Complex 3,-114.8548,45.0796,5433,2021-01,0.88
Complex 3,-114.8548,45.0796,5433,2021-02,1.55
Complex 3,-114.8548,45.0796,5433,2021-03,0.91
Complex 3,-114.8548,45.0796,5433,2021-04,0.58
Complex 3,-114.8548,45.0796,5433,2021-05,1.56
Complex 3,-114.8548,45.0796,5433,2021-06,0.37
Complex 3,-114.8548,45.0796,5433,2021-07,0.76
Complex 3,-114.8548,45.0796,5433,2021-08,1.28
Complex 3,-114.8548,45.0796,5433,2021-09,0.4
Complex 3,-114.8548,45.0796,5433,2021-10,1.85
Complex 3,-114.8548,45.0796,5433,2021-11,0.89
Complex 3,-114.8548,45.0796,5433,2021-12,2.35
Complex 3,-114.8548,45.0796,5433,2022-01,2
Complex 3,-114.8548,45.0796,5433,2022-02,0.64
Complex 3,-114.8548,45.0796,5433,2022-03,1.42
Complex 3,-114.8548,45.0796,5433,2022-04,2.21
Complex 3,-114.8548,45.0796,5433,2022-05,3.49
Complex 3,-114.8548,45.0796,5433,2022-06,1.54
Complex 3,-114.8548,45.0796,5433,2022-07,0.29
Complex 3,-114.8548,45.0796,5433,2022-08,0.34
Complex 3,-114.8548,45.0796,5433,2022-09,0.84
Complex 3,-114.8548,45.0796,5433,2022-10,0.93
Complex 3,-114.8548,45.0796,5433,2022-11,1.64
Complex 3,-114.8548,45.0796,5433,2022-12,1.91
Complex 3,-114.8548,45.0796,5433,2023-01,0.72
Complex 3,-114.8548,45.0796,5433,2023-02,0.49
Complex 3,-114.8548,45.0796,5433,2023-03,2.46
Complex 3,-114.8548,45.0796,5433,2023-04,1.52
Complex 3,-114.8548,45.0796,5433,2023-05,1.65
Complex 3,-114.8548,45.0796,5433,2023-06,3.26
Complex 3,-114.8548,45.0796,5433,2023-07,0.24
Complex 3,-114.8548,45.0796,5433,2023-08,2.54
Complex 3,-114.8548,45.0796,5433,2023-09,1.49
Complex 3,-114.8548,45.0796,5433,2023-10,1.26
Complex 3,-114.8548,45.0796,5433,2023-11,1.43
Complex 3,-114.8548,45.0796,5433,2023-12,1.16
Complex 3,-114.8548,45.0796,5433,2024-01,0.93
Complex 3,-114.8548,45.0796,5433,2024-02,1.63
Complex 3,-114.8548,45.0796,5433,2024-03,1.55
Complex 3,-114.8548,45.0796,5433,2024-04,2.19
Complex 3,-114.8548,45.0796,5433,2024-05,1.44
Complex 3,-114.8548,45.0796,5433,2024-06,1.24
Complex 3,-114.8548,45.0796,5433,2024-07,0.83
Complex 3,-114.8548,45.0796,5433,2024-08,0.37
Complex 3,-114.8548,45.0796,5433,2024-09,1.51
Complex 3,-114.8548,45.0796,5433,2024-10,1.08
,,,,,
Ceanothus,-114.834,45.1521,7146,2016-01,2.49
Ceanothus,-114.834,45.1521,7146,2016-02,2.71
Ceanothus,-114.834,45.1521,7146,2016-03,4.12
Ceanothus,-114.834,45.1521,7146,2016-04,2.18
Ceanothus,-114.834,45.1521,7146,2016-05,2.9
Ceanothus,-114.834,45.1521,7146,2016-06,1.4
Ceanothus,-114.834,45.1521,7146,2016-07,1.77
Ceanothus,-114.834,45.1521,7146,2016-08,0.34
Ceanothus,-114.834,45.1521,7146,2016-09,1.38
Ceanothus,-114.834,45.1521,7146,2016-10,3.77
Ceanothus,-114.834,45.1521,7146,2016-11,1.65
Ceanothus,-114.834,45.1521,7146,2016-12,4.87
Ceanothus,-114.834,45.1521,7146,2017-01,2.63
Ceanothus,-114.834,45.1521,7146,2017-02,5.79
Ceanothus,-114.834,45.1521,7146,2017-03,6.6
Ceanothus,-114.834,45.1521,7146,2017-04,4.01
Ceanothus,-114.834,45.1521,7146,2017-05,2.25
Ceanothus,-114.834,45.1521,7146,2017-06,3.41
Ceanothus,-114.834,45.1521,7146,2017-07,0.56
Ceanothus,-114.834,45.1521,7146,2017-08,0.24
Ceanothus,-114.834,45.1521,7146,2017-09,3.43
Ceanothus,-114.834,45.1521,7146,2017-10,2.6
Ceanothus,-114.834,45.1521,7146,2017-11,4.37
Ceanothus,-114.834,45.1521,7146,2017-12,4.16
Ceanothus,-114.834,45.1521,7146,2018-01,3.23
Ceanothus,-114.834,45.1521,7146,2018-02,4.38
Ceanothus,-114.834,45.1521,7146,2018-03,3.86
Ceanothus,-114.834,45.1521,7146,2018-04,3.88
Ceanothus,-114.834,45.1521,7146,2018-05,3.14
Ceanothus,-114.834,45.1521,7146,2018-06,3.63
Ceanothus,-114.834,45.1521,7146,2018-07,0.03
Ceanothus,-114.834,45.1521,7146,2018-08,1.26
Ceanothus,-114.834,45.1521,7146,2018-09,0.16
Ceanothus,-114.834,45.1521,7146,2018-10,2.35
Ceanothus,-114.834,45.1521,7146,2018-11,2.8
Ceanothus,-114.834,45.1521,7146,2018-12,2.68
Ceanothus,-114.834,45.1521,7146,2019-01,2.24
Ceanothus,-114.834,45.1521,7146,2019-02,4.86
Ceanothus,-114.834,45.1521,7146,2019-03,2
Ceanothus,-114.834,45.1521,7146,2019-04,4.39
Ceanothus,-114.834,45.1521,7146,2019-05,2.38
Ceanothus,-114.834,45.1521,7146,2019-06,2.33
Ceanothus,-114.834,45.1521,7146,2019-07,1.55
Ceanothus,-114.834,45.1521,7146,2019-08,1.65
Ceanothus,-114.834,45.1521,7146,2019-09,2.48
Ceanothus,-114.834,45.1521,7146,2019-10,2.92
Ceanothus,-114.834,45.1521,7146,2019-11,1.18
Ceanothus,-114.834,45.1521,7146,2019-12,1.89
Ceanothus,-114.834,45.1521,7146,2020-01,4.88
Ceanothus,-114.834,45.1521,7146,2020-02,4.27
Ceanothus,-114.834,45.1521,7146,2020-03,2.59
Ceanothus,-114.834,45.1521,7146,2020-04,2.55
Ceanothus,-114.834,45.1521,7146,2020-05,3.82
Ceanothus,-114.834,45.1521,7146,2020-06,4.33
Ceanothus,-114.834,45.1521,7146,2020-07,1.31
Ceanothus,-114.834,45.1521,7146,2020-08,0.4
Ceanothus,-114.834,45.1521,7146,2020-09,1.06
Ceanothus,-114.834,45.1521,7146,2020-10,3.05
Ceanothus,-114.834,45.1521,7146,2020-11,2.55
Ceanothus,-114.834,45.1521,7146,2020-12,2.92
Ceanothus,-114.834,45.1521,7146,2021-01,2.39
Ceanothus,-114.834,45.1521,7146,2021-02,4.99
Ceanothus,-114.834,45.1521,7146,2021-03,1.65
Ceanothus,-114.834,45.1521,7146,2021-04,1.13
Ceanothus,-114.834,45.1521,7146,2021-05,2.01
Ceanothus,-114.834,45.1521,7146,2021-06,0.92
Ceanothus,-114.834,45.1521,7146,2021-07,0.53
Ceanothus,-114.834,45.1521,7146,2021-08,1.6
Ceanothus,-114.834,45.1521,7146,2021-09,0.87
Ceanothus,-114.834,45.1521,7146,2021-10,2.67
Ceanothus,-114.834,45.1521,7146,2021-11,2.28
Ceanothus,-114.834,45.1521,7146,2021-12,4.98
Ceanothus,-114.834,45.1521,7146,2022-01,3.36
Ceanothus,-114.834,45.1521,7146,2022-02,1.44
Ceanothus,-114.834,45.1521,7146,2022-03,3.01
Ceanothus,-114.834,45.1521,7146,2022-04,4
Ceanothus,-114.834,45.1521,7146,2022-05,5.55
Ceanothus,-114.834,45.1521,7146,2022-06,3.18
Ceanothus,-114.834,45.1521,7146,2022-07,0.33
Ceanothus,-114.834,45.1521,7146,2022-08,0.89
Ceanothus,-114.834,45.1521,7146,2022-09,1.14
Ceanothus,-114.834,45.1521,7146,2022-10,1.42
Ceanothus,-114.834,45.1521,7146,2022-11,3.14
Ceanothus,-114.834,45.1521,7146,2022-12,3.76
Ceanothus,-114.834,45.1521,7146,2023-01,1.79
Ceanothus,-114.834,45.1521,7146,2023-02,1.79
Ceanothus,-114.834,45.1521,7146,2023-03,4.72
Ceanothus,-114.834,45.1521,7146,2023-04,3.31
Ceanothus,-114.834,45.1521,7146,2023-05,2.68
Ceanothus,-114.834,45.1521,7146,2023-06,5.62
Ceanothus,-114.834,45.1521,7146,2023-07,0.34
Ceanothus,-114.834,45.1521,7146,2023-08,2.66
Ceanothus,-114.834,45.1521,7146,2023-09,1.5
Ceanothus,-114.834,45.1521,7146,2023-10,1.79
Ceanothus,-114.834,45.1521,7146,2023-11,2.3
Ceanothus,-114.834,45.1521,7146,2023-12,2.55
Ceanothus,-114.834,45.1521,7146,2024-01,2.55
Ceanothus,-114.834,45.1521,7146,2024-02,3.26
Ceanothus,-114.834,45.1521,7146,2024-03,3.62
Ceanothus,-114.834,45.1521,7146,2024-04,2.71
Ceanothus,-114.834,45.1521,7146,2024-05,3.42
Ceanothus,-114.834,45.1521,7146,2024-06,2.55
Ceanothus,-114.834,45.1521,7146,2024-07,0.7
Ceanothus,-114.834,45.1521,7146,2024-08,0.89
Ceanothus,-114.834,45.1521,7146,2024-09,1.57
Ceanothus,-114.834,45.1521,7146,2024-10,1.38
,,,,,
Cougar_37,-114.8333,45.1469,7146,2016-01,2.49
Cougar_37,-114.8333,45.1469,7146,2016-02,2.71
Cougar_37,-114.8333,45.1469,7146,2016-03,4.12
Cougar_37,-114.8333,45.1469,7146,2016-04,2.18
Cougar_37,-114.8333,45.1469,7146,2016-05,2.9
Cougar_37,-114.8333,45.1469,7146,2016-06,1.4
Cougar_37,-114.8333,45.1469,7146,2016-07,1.77
Cougar_37,-114.8333,45.1469,7146,2016-08,0.34
Cougar_37,-114.8333,45.1469,7146,2016-09,1.38
Cougar_37,-114.8333,45.1469,7146,2016-10,3.77
Cougar_37,-114.8333,45.1469,7146,2016-11,1.65
Cougar_37,-114.8333,45.1469,7146,2016-12,4.87
Cougar_37,-114.8333,45.1469,7146,2017-01,2.63
Cougar_37,-114.8333,45.1469,7146,2017-02,5.79
Cougar_37,-114.8333,45.1469,7146,2017-03,6.6
Cougar_37,-114.8333,45.1469,7146,2017-04,4.01
Cougar_37,-114.8333,45.1469,7146,2017-05,2.25
Cougar_37,-114.8333,45.1469,7146,2017-06,3.41
Cougar_37,-114.8333,45.1469,7146,2017-07,0.56
Cougar_37,-114.8333,45.1469,7146,2017-08,0.24
Cougar_37,-114.8333,45.1469,7146,2017-09,3.43
Cougar_37,-114.8333,45.1469,7146,2017-10,2.6
Cougar_37,-114.8333,45.1469,7146,2017-11,4.37
Cougar_37,-114.8333,45.1469,7146,2017-12,4.16
Cougar_37,-114.8333,45.1469,7146,2018-01,3.23
Cougar_37,-114.8333,45.1469,7146,2018-02,4.38
Cougar_37,-114.8333,45.1469,7146,2018-03,3.86
Cougar_37,-114.8333,45.1469,7146,2018-04,3.88
Cougar_37,-114.8333,45.1469,7146,2018-05,3.14
Cougar_37,-114.8333,45.1469,7146,2018-06,3.63
Cougar_37,-114.8333,45.1469,7146,2018-07,0.03
Cougar_37,-114.8333,45.1469,7146,2018-08,1.26
Cougar_37,-114.8333,45.1469,7146,2018-09,0.16
Cougar_37,-114.8333,45.1469,7146,2018-10,2.35
Cougar_37,-114.8333,45.1469,7146,2018-11,2.8
Cougar_37,-114.8333,45.1469,7146,2018-12,2.68
Cougar_37,-114.8333,45.1469,7146,2019-01,2.24
Cougar_37,-114.8333,45.1469,7146,2019-02,4.86
Cougar_37,-114.8333,45.1469,7146,2019-03,2
Cougar_37,-114.8333,45.1469,7146,2019-04,4.39
Cougar_37,-114.8333,45.1469,7146,2019-05,2.38
Cougar_37,-114.8333,45.1469,7146,2019-06,2.33
Cougar_37,-114.8333,45.1469,7146,2019-07,1.55
Cougar_37,-114.8333,45.1469,7146,2019-08,1.65
Cougar_37,-114.8333,45.1469,7146,2019-09,2.48
Cougar_37,-114.8333,45.1469,7146,2019-10,2.92
Cougar_37,-114.8333,45.1469,7146,2019-11,1.18
Cougar_37,-114.8333,45.1469,7146,2019-12,1.89
Cougar_37,-114.8333,45.1469,7146,2020-01,4.88
Cougar_37,-114.8333,45.1469,7146,2020-02,4.27
Cougar_37,-114.8333,45.1469,7146,2020-03,2.59
Cougar_37,-114.8333,45.1469,7146,2020-04,2.55
Cougar_37,-114.8333,45.1469,7146,2020-05,3.82
Cougar_37,-114.8333,45.1469,7146,2020-06,4.33
Cougar_37,-114.8333,45.1469,7146,2020-07,1.31
Cougar_37,-114.8333,45.1469,7146,2020-08,0.4
Cougar_37,-114.8333,45.1469,7146,2020-09,1.06
Cougar_37,-114.8333,45.1469,7146,2020-10,3.05
Cougar_37,-114.8333,45.1469,7146,2020-11,2.55
Cougar_37,-114.8333,45.1469,7146,2020-12,2.92
Cougar_37,-114.8333,45.1469,7146,2021-01,2.39
Cougar_37,-114.8333,45.1469,7146,2021-02,4.99
Cougar_37,-114.8333,45.1469,7146,2021-03,1.65
Cougar_37,-114.8333,45.1469,7146,2021-04,1.13
Cougar_37,-114.8333,45.1469,7146,2021-05,2.01
Cougar_37,-114.8333,45.1469,7146,2021-06,0.92
Cougar_37,-114.8333,45.1469,7146,2021-07,0.53
Cougar_37,-114.8333,45.1469,7146,2021-08,1.6
Cougar_37,-114.8333,45.1469,7146,2021-09,0.87
Cougar_37,-114.8333,45.1469,7146,2021-10,2.67
Cougar_37,-114.8333,45.1469,7146,2021-11,2.28
Cougar_37,-114.8333,45.1469,7146,2021-12,4.98
Cougar_37,-114.8333,45.1469,7146,2022-01,3.36
Cougar_37,-114.8333,45.1469,7146,2022-02,1.44
Cougar_37,-114.8333,45.1469,7146,2022-03,3.01
Cougar_37,-114.8333,45.1469,7146,2022-04,4
Cougar_37,-114.8333,45.1469,7146,2022-05,5.55
Cougar_37,-114.8333,45.1469,7146,2022-06,3.18
Cougar_37,-114.8333,45.1469,7146,2022-07,0.33
Cougar_37,-114.8333,45.1469,7146,2022-08,0.89
Cougar_37,-114.8333,45.1469,7146,2022-09,1.14
Cougar_37,-114.8333,45.1469,7146,2022-10,1.42
Cougar_37,-114.8333,45.1469,7146,2022-11,3.14
Cougar_37,-114.8333,45.1469,7146,2022-12,3.76
Cougar_37,-114.8333,45.1469,7146,2023-01,1.79
Cougar_37,-114.8333,45.1469,7146,2023-02,1.79
Cougar_37,-114.8333,45.1469,7146,2023-03,4.72
Cougar_37,-114.8333,45.1469,7146,2023-04,3.31
Cougar_37,-114.8333,45.1469,7146,2023-05,2.68
Cougar_37,-114.8333,45.1469,7146,2023-06,5.62
Cougar_37,-114.8333,45.1469,7146,2023-07,0.34
Cougar_37,-114.8333,45.1469,7146,2023-08,2.66
Cougar_37,-114.8333,45.1469,7146,2023-09,1.5
Cougar_37,-114.8333,45.1469,7146,2023-10,1.79
Cougar_37,-114.8333,45.1469,7146,2023-11,2.3
Cougar_37,-114.8333,45.1469,7146,2023-12,2.55
Cougar_37,-114.8333,45.1469,7146,2024-01,2.55
Cougar_37,-114.8333,45.1469,7146,2024-02,3.26
Cougar_37,-114.8333,45.1469,7146,2024-03,3.62
Cougar_37,-114.8333,45.1469,7146,2024-04,2.71
Cougar_37,-114.8333,45.1469,7146,2024-05,3.42
Cougar_37,-114.8333,45.1469,7146,2024-06,2.55
Cougar_37,-114.8333,45.1469,7146,2024-07,0.7
Cougar_37,-114.8333,45.1469,7146,2024-08,0.89
Cougar_37,-114.8333,45.1469,7146,2024-09,1.57
Cougar_37,-114.8333,45.1469,7146,2024-10,1.38
,,,,,
Sedge,-114.839,45.1439,6985,2016-01,2.32
Sedge,-114.839,45.1439,6985,2016-02,2.37
Sedge,-114.839,45.1439,6985,2016-03,3.84
Sedge,-114.839,45.1439,6985,2016-04,2.05
Sedge,-114.839,45.1439,6985,2016-05,2.75
Sedge,-114.839,45.1439,6985,2016-06,1.26
Sedge,-114.839,45.1439,6985,2016-07,1.63
Sedge,-114.839,45.1439,6985,2016-08,0.29
Sedge,-114.839,45.1439,6985,2016-09,1.32
Sedge,-114.839,45.1439,6985,2016-10,3.62
Sedge,-114.839,45.1439,6985,2016-11,1.6
Sedge,-114.839,45.1439,6985,2016-12,4.67
Sedge,-114.839,45.1439,6985,2017-01,2.52
Sedge,-114.839,45.1439,6985,2017-02,5.42
Sedge,-114.839,45.1439,6985,2017-03,6.3
Sedge,-114.839,45.1439,6985,2017-04,3.72
Sedge,-114.839,45.1439,6985,2017-05,2.16
Sedge,-114.839,45.1439,6985,2017-06,3.22
Sedge,-114.839,45.1439,6985,2017-07,0.58
Sedge,-114.839,45.1439,6985,2017-08,0.22
Sedge,-114.839,45.1439,6985,2017-09,3.2
Sedge,-114.839,45.1439,6985,2017-10,2.45
Sedge,-114.839,45.1439,6985,2017-11,4.13
Sedge,-114.839,45.1439,6985,2017-12,4.05
Sedge,-114.839,45.1439,6985,2018-01,3.02
Sedge,-114.839,45.1439,6985,2018-02,4.16
Sedge,-114.839,45.1439,6985,2018-03,3.61
Sedge,-114.839,45.1439,6985,2018-04,3.54
Sedge,-114.839,45.1439,6985,2018-05,2.95
Sedge,-114.839,45.1439,6985,2018-06,3.45
Sedge,-114.839,45.1439,6985,2018-07,0.03
Sedge,-114.839,45.1439,6985,2018-08,1.17
Sedge,-114.839,45.1439,6985,2018-09,0.16
Sedge,-114.839,45.1439,6985,2018-10,2.27
Sedge,-114.839,45.1439,6985,2018-11,2.52
Sedge,-114.839,45.1439,6985,2018-12,2.44
Sedge,-114.839,45.1439,6985,2019-01,2.06
Sedge,-114.839,45.1439,6985,2019-02,4.33
Sedge,-114.839,45.1439,6985,2019-03,1.87
Sedge,-114.839,45.1439,6985,2019-04,4.08
Sedge,-114.839,45.1439,6985,2019-05,2.27
Sedge,-114.839,45.1439,6985,2019-06,2.11
Sedge,-114.839,45.1439,6985,2019-07,1.44
Sedge,-114.839,45.1439,6985,2019-08,1.47
Sedge,-114.839,45.1439,6985,2019-09,2.38
Sedge,-114.839,45.1439,6985,2019-10,2.74
Sedge,-114.839,45.1439,6985,2019-11,1.09
Sedge,-114.839,45.1439,6985,2019-12,1.77
Sedge,-114.839,45.1439,6985,2020-01,4.54
Sedge,-114.839,45.1439,6985,2020-02,3.92
Sedge,-114.839,45.1439,6985,2020-03,2.41
Sedge,-114.839,45.1439,6985,2020-04,2.36
Sedge,-114.839,45.1439,6985,2020-05,3.62
Sedge,-114.839,45.1439,6985,2020-06,4.21
Sedge,-114.839,45.1439,6985,2020-07,1.22
Sedge,-114.839,45.1439,6985,2020-08,0.38
Sedge,-114.839,45.1439,6985,2020-09,1.01
Sedge,-114.839,45.1439,6985,2020-10,2.76
Sedge,-114.839,45.1439,6985,2020-11,2.37
Sedge,-114.839,45.1439,6985,2020-12,2.75
Sedge,-114.839,45.1439,6985,2021-01,2.2
Sedge,-114.839,45.1439,6985,2021-02,3.87
Sedge,-114.839,45.1439,6985,2021-03,1.54
Sedge,-114.839,45.1439,6985,2021-04,1.04
Sedge,-114.839,45.1439,6985,2021-05,1.93
Sedge,-114.839,45.1439,6985,2021-06,0.82
Sedge,-114.839,45.1439,6985,2021-07,0.53
Sedge,-114.839,45.1439,6985,2021-08,1.55
Sedge,-114.839,45.1439,6985,2021-09,0.8
Sedge,-114.839,45.1439,6985,2021-10,2.62
Sedge,-114.839,45.1439,6985,2021-11,2.14
Sedge,-114.839,45.1439,6985,2021-12,4.64
Sedge,-114.839,45.1439,6985,2022-01,3.17
Sedge,-114.839,45.1439,6985,2022-02,1.14
Sedge,-114.839,45.1439,6985,2022-03,2.78
Sedge,-114.839,45.1439,6985,2022-04,3.71
Sedge,-114.839,45.1439,6985,2022-05,5.23
Sedge,-114.839,45.1439,6985,2022-06,2.91
Sedge,-114.839,45.1439,6985,2022-07,0.33
Sedge,-114.839,45.1439,6985,2022-08,0.79
Sedge,-114.839,45.1439,6985,2022-09,1.1
Sedge,-114.839,45.1439,6985,2022-10,1.35
Sedge,-114.839,45.1439,6985,2022-11,2.85
Sedge,-114.839,45.1439,6985,2022-12,3.61
Sedge,-114.839,45.1439,6985,2023-01,1.66
Sedge,-114.839,45.1439,6985,2023-02,1.31
Sedge,-114.839,45.1439,6985,2023-03,4.41
Sedge,-114.839,45.1439,6985,2023-04,2.98
Sedge,-114.839,45.1439,6985,2023-05,2.69
Sedge,-114.839,45.1439,6985,2023-06,5.29
Sedge,-114.839,45.1439,6985,2023-07,0.34
